Order ID,Order Date,Order Status,ASIN,Product Name,Original Quantity,Unit Price,Total Amount,is_grocery,category,grocery_subcategory,year,year_month,is_returned,return_reasons,return_amount,is_refunded,refund_amount,refund_date,is_return_related_refund,reversal_reasons
114-6629690-8661862,2019-04-06 23:06:31+00:00,Closed,B001UE7SC8,"GE Wall Tap, 1, Extra-Wide Adapter Spaced, Easy Access Design, 3 Prong Outlet, Perfect for Travel, UL Listed, White, 58368",1,4.36,4.72,False,Electronics & Accessories,,2019,2019-04-01,False,,,False,0.0,,False,
112-9271764-2339448,2023-04-02 21:54:41+00:00,Closed,B073R2DN3B,"Lezyne Micro Floor Drive HPG Bicycle Portable Floor Pump, Road, Gravel Bike, High Pressure, ABS Flip Chuck, Presta/Schrader, Black, with Analog Gauge",1,69.75,75.5,False,Outdoors & Sporting,,2023,2023-04-01,False,,,False,0.0,,False,
112-5320838-8868225,2022-09-12 18:36:32+00:00,Closed,B0013374AM,"Fat Daddio's Anodized Aluminum Round Cake Pan, 8 x 3 Inch, Silver",2,12.69,27.48,False,Home & Kitchen,,2022,2022-09-01,False,,,False,0.0,,False,
112-4358137-6219416,2026-07-05 23:28:00+00:00,Closed,B0CJP2W8GY,UMC STAG Pack of 12 Black Premium Embroidery Thread | 100% Egyptian Cotton Premium Skeins | Cross Stitch Embroidery Floss | Oeko TEX Certified Stranded Cotton | Ideal for Arts & Crafts (Black-12),1,4.89,5.29,False,Crafts & Hobby,,2026,2026-07-01,False,,,False,0.0,,False,
114-1170171-0340204,2019-05-08 00:20:37+00:00,Closed,B0035YI2J4,"ArtToFrames 16x20 inch Satin White Frame Picture Frame, WOMFRBW26074-16x20",1,29.95,32.42,False,Home & Kitchen,,2019,2019-05-01,False,,,False,0.0,,False,
112-3125917-9373869,2025-02-18 08:18:39+00:00,Closed,B008CT12G2,"L'Oreal Paris Revitalift Triple Power Anti-Aging Eye Cream Treatment, with Pro Retinol, Hyaluronic Acid & Vitamin C to Reduce Wrinkles, De-puff and Brighten Skin, 0.5 fl. oz.",1,19.59,21.21,False,Health & Beauty,,2025,2025-02-01,False,,,False,0.0,,False,
114-1781540-7968212,2021-11-08 21:26:55+00:00,Closed,B07H2DQ7XS,"2 in 1 USB C to 3.5mm Headphone Adapter with 60W PD Fast Charging Compatible for Pixel 5 4 4XL 3 3XL 2 2XL, Galaxy Note 10/10+/S20/20+/20 Ultra/S21,iPad Pro 2018, Essential Ph-1 and More USB C Phone",1,15.39,16.66,False,Electronics & Accessories,,2021,2021-11-01,True,Refused,16.66,True,16.66,2021-11-16 00:48:08.990000+00:00,False,Refused to accept delivery
113-4563563-4322632,2022-12-07 03:07:26+00:00,Closed,B07L8MJJ9C,"HOMEYEE Women's 3/4 Sleeves Cocktail A-Line Embroidery Party Autumn Winter Wedding Guest Dress A079(4,Dark Blue-3/4 Sleeve)",1,31.99,34.63,False,Clothing & Shoes,,2022,2022-12-01,True,Unknown Reason,34.63,True,34.63,2022-12-12 23:57:54.438000+00:00,False,Shipping address is undeliverable
112-9042623-4640232,2020-05-23 07:09:53+00:00,Closed,0316013323,Consider the Lobster and Other Essays,1,12.0,12.99,False,Books & Media,,2020,2020-05-01,False,,,False,0.0,,False,
113-5089007-3813051,2024-10-07 20:46:56+00:00,Closed,B0B37XCZPW,"[ Set of 2 Skeins ] SMC Catania Originals 100% Mercerized Cotton Yarn, Total 3.52 Oz. Each 1.76 Oz (50g) / 136 Yrds (125 m) Amigurumi Yarn Fine-Sport 2 (383 Zimt)",1,9.95,10.77,False,Crafts & Hobby,,2024,2024-10-01,False,,,False,0.0,,False,
113-1550514-1014658,2024-10-07 20:46:56+00:00,Closed,B09Q26YR82,"[ Set of 2 Skeins ] SMC Catania Originals 100% Mercerized Cotton Yarn, Total 3.52 Oz. Each 1.76 Oz (50g) / 136 Yrds (125 m) Amigurumi Yarn Fine-Sport 2 (130 Cream)",1,9.49,10.27,False,Crafts & Hobby,,2024,2024-10-01,False,,,False,0.0,,False,
112-8667357-7261003,2022-12-31 13:59:49+00:00,Closed,B096FJ2P3F,Topo Designs Nylon Camp Hat - Dark Terra (F21),1,23.0,24.9,False,Clothing & Shoes,,2022,2022-12-01,True,No longer needed/wanted; Too large,1076.88,True,89.74000000000001,2023-01-09 10:12:45.014000+00:00,True,Customer return
102-1843970-8628261,2012-02-17 03:02:05+00:00,Closed,1566636124,100 Essential Modern Poems,1,13.46,13.46,False,Books & Media,,2012,2012-02-01,False,,,False,0.0,,False,
112-8118731-3379466,2025-03-03 20:23:53+00:00,Closed,B0CBN7SM2R,"PETLIBRO Cat Water Fountain, App Monitoring Pet Fountains for Cats Indoor with Stainless Steel Tray, 2.5L/84oz Dockstream Automatic Water Dispenser for Drinking, 2.4G Wi-Fi Smart Bowl Inside",1,79.99,69.27,False,Pet Supplies,,2025,2025-03-01,False,,,False,0.0,,False,
112-7322360-6546615,2019-10-29 00:26:20+00:00,Closed,B013ADVPZC,Breadtopia Diastatic Barley Malt Powder - Organic,1,8.95,8.95,False,Food & Snacks,,2019,2019-10-01,False,,,False,0.0,,False,
112-4390891-6357803,2022-11-25 20:12:31+00:00,Closed,B09DTDRJWP,"Dell S2722QC 27-inch 4K USB-C Monitor - UHD (3840 x 2160) Display, 60Hz Refresh Rate, 8MS Grey-to-Grey Response Time (Normal Mode), Built-in Dual 3W Speakers, 1.07 Billion Colors - Platinum Silver",1,284.99,308.5,False,Electronics & Accessories,,2022,2022-11-01,False,,,False,0.0,,False,
112-0641786-7361850,2025-04-19 22:37:35+00:00,Closed,B0DFMXTKL5,Peanuts Snoopy in Space Round Metal Sign - Fun Astronaut Snoopy Wall Decor for Kids' Bedroom or Play Room,1,17.99,19.47,False,Home & Kitchen,,2025,2025-04-01,False,,,False,0.0,,False,
112-0641786-7361850,2025-04-19 22:37:35+00:00,Closed,B0DCC9MTMQ,Peanuts Snoopy and Woodstock Winter Attire Metal Sign - Adorable Snoopy Decoration for Winter and Christmas Home Decor,1,22.99,24.89,False,Home & Kitchen,,2025,2025-04-01,False,,,False,0.0,,False,
111-2344140-6594613,2025-10-22 19:22:56+00:00,Closed,B0CHR85T9F,"Horse Station Building Model Kit, Game Scene Hyrule Horse Head Station Yurt Tent Rooftop Building Toy, Game Scene Collectible Gifts Construction Toys for Adults or Fans (1764 PCS)",1,69.98,71.96,False,Outdoors & Sporting,,2025,2025-10-01,False,,,False,0.0,,False,
111-2344140-6594613,2025-10-22 19:22:56+00:00,Closed,B0CGDC12FQ,"Koroks Building Set, 5 Characters Building Block Sets for BOTW Fans, Cute Game Merch Action Figures, Great Toys Gifts for Fans Kids Adults",1,29.99,29.22,False,Toys & Games,,2025,2025-10-01,False,,,False,0.0,,False,
112-1246215-7774618,2022-08-10 00:53:52+00:00,Closed,B08QV1H899,"CamelBak Podium Chill Insulated Bike Water Bottle - Easy Squeeze Bottle - Fits Most Bike Cages - 24oz, Sage Perforated",1,16.99,18.39,False,Home & Kitchen,,2022,2022-08-01,False,,,False,0.0,,False,
112-1246215-7774618,2022-08-10 00:53:52+00:00,Closed,B01LA5F9X6,"CamelBak Crux 2-Liter Water Reservoir - Hydration Bladder - Faster Water Flow Rate - Leak-Proof Water Bladder - Ergonomic Shape - Big Bite Valve - BPA- - 70 Ounces, Blue",1,34.85,37.73,False,Outdoors & Sporting,,2022,2022-08-01,False,,,False,0.0,,False,
107-9513958-3453033,2016-05-28 04:03:42+00:00,Closed,B00817AVXU,Panasonic Lithium Battery CR1620,1,4.99,4.99,False,Electronics & Accessories,,2016,2016-05-01,False,,,False,0.0,,False,
112-1177962-5173023,2023-03-03 07:23:47+00:00,Closed,B0BG23RVCT,"Govee TV LED Backlight, RGBIC TV Backlight for 55-75 inch TVs, Smart LED Lights for TV with Bluetooth and Wi-Fi Control, Works with Alexa & Google Assistant, Music Sync, 99+ Scene Modes, Adapter",1,29.99,32.46,False,Electronics & Accessories,,2023,2023-03-01,False,,,False,0.0,,False,
112-1182268-4890635,2026-02-11 19:16:26+00:00,Closed,B00B2CCA6W,"Clover 3672 Amour Crochet Hook Set, 10 sizes",1,49.6,53.69,False,Crafts & Hobby,,2026,2026-02-01,False,,,False,0.0,,False,
114-3031407-5836209,2023-11-29 19:33:49+00:00,Closed,B0799CCY2Y,"Lisapack 8ML Atomizer Perfume Spray Bottle for Travel, Empty Refillable Cologne Dispenser, Portable Sprayer (Matte Black)",1,6.99,7.19,False,Health & Beauty,,2023,2023-11-01,False,,,False,0.0,,False,
114-3031407-5836209,2023-11-29 19:33:49+00:00,Closed,B08BR3949G,"KitchenAid Cordless Variable Speed Hand Blender - KHBBV53, Matte Black",1,79.99,86.59,False,Home & Kitchen,,2023,2023-11-01,False,,,False,0.0,,False,
112-3134908-7726618,2022-12-05 19:36:43+00:00,Closed,B09Z4PN7H8,Caseology Parallax [Military Grade Drop Tested] Designed for Google Pixel 7 Case (2022) - Sage Green,1,17.99,19.47,False,Electronics & Accessories,,2022,2022-12-01,True,No longer needed/wanted,38.94,True,19.47,2022-12-10 03:44:34.156000+00:00,True,Customer return
114-1099928-6877008,2024-02-23 17:14:24+00:00,Closed,B08M3SFWKB,"MINIX 66W Turbo 3-Port GaN Wall Charger 2 x USB-C Fast Charging Adapter, 1 x USB-A Quick Charge 3.0, Compatible with MacBook Pro Air, iPad Pro, iPhone 12/12 mini/11, Galaxy S9 S8 and More (NEO P1)",1,36.9,39.94,False,Electronics & Accessories,,2024,2024-02-01,True,Too large,38.96,True,38.96,2024-03-09 02:15:12.551000+00:00,True,Customer return
114-1099928-6877008,2024-02-23 17:14:24+00:00,Closed,B0BHQNMDNC,"MOMAX Universal Travel Adapter, 70W GaN International Power Adapter with UK,EU,AU,US Plugs, 3USB-C PD & 2USB-A QC Worldwide Travel Plug Adapter, International Adapter for Laptops Phones Vision Pro",1,39.99,38.96,False,Electronics & Accessories,,2024,2024-02-01,True,Too large,38.96,True,38.96,2024-03-09 02:15:12.551000+00:00,True,Customer return
114-1099928-6877008,2024-02-23 17:14:24+00:00,Closed,B098WQRGNQ,"Anker USB C Charger, 543 (65W II), PIQ 3.0 & GaN 4-Port Slim Fast Wall Charger, with Dual USB C Ports (45W Max), for MacBook, Laptops, iPad Pro, iPhone and More",1,49.99,54.11,False,Electronics & Accessories,,2024,2024-02-01,True,Too large,38.96,True,38.96,2024-03-09 02:15:12.551000+00:00,True,Customer return
112-4976893-0726627,2026-03-04 21:04:25+00:00,Closed,B091YDQL8H,"QueenVibes 40 Pieces Breast Covers Nipple Cover Pasties, Disposable Nipple Covers, Bra Pad, Self-Adhesive No Show Bra For Women (Standard 6 cm, Beige)",1,7.49,8.11,False,Clothing & Shoes,,2026,2026-03-01,False,,,False,0.0,,False,
112-4976893-0726627,2026-03-04 21:04:25+00:00,Closed,B09NPCPTLS,"Nulo Freestyle Cat & Kitten Wet Pate Canned Cat Food,Premium All Natural Grain-Free, with 5 High Animal-Based Proteins and Vitamins to Support a Healthy Immune System and Lifestyle 2.8 oz (Pack of 12)",1,23.88,25.85,False,Pet Supplies,,2026,2026-03-01,False,,,False,0.0,,False,
112-4976893-0726627,2026-03-04 21:04:25+00:00,Closed,B0CYT2JKRP,"HOMEXCEL Microfiber Cleaning Cloth 12 Pack, 12.5 x 12.5 inch Microfiber Towels for Cars, Ultra Absorbent Washing Cloth, Lint Free Streak Free Cleaning Rags for Car, Kitchen, and Window (Grey)",1,5.01,5.42,False,Home & Kitchen,,2026,2026-03-01,False,,,False,0.0,,False,
114-1832941-6727404,2018-01-02 04:11:02+00:00,Closed,B071RP398W,HOMFA Floating Shelves Wall Mounted Display Ledge Shelf with Bracket for Pictures and Frames Modern Home Decorative,1,32.99,32.99,False,Home & Kitchen,,2018,2018-01-01,False,,,False,0.0,,False,
112-8787284-1069857,2023-10-10 20:16:27+00:00,Closed,B09SWW583J,"Kindle (2022 release) - The lightest and most compact Kindle, now with a 6"" 300 ppi high-resolution display, and 2x the storage - Black",1,74.99,64.94,False,Electronics & Accessories,,2023,2023-10-01,False,,,False,0.0,,False,
111-4782385-5797053,2026-03-06 18:33:07+00:00,Closed,B00UXG4WR8,"everydrop by Whirlpool Ice and Water Refrigerator Filter 1, EDR1RXD1, Single-Pack , Purple",1,57.0,61.7,False,Home & Kitchen,,2026,2026-03-01,False,,,False,0.0,,False,
111-4782385-5797053,2026-03-06 18:33:07+00:00,Closed,B00L9WK26A,OXO Good Grips 4 Piece Stainless Steel Measuring Spoons with Magnetic Snaps,1,13.95,15.1,False,Home & Kitchen,,2026,2026-03-01,False,,,False,0.0,,False,
113-5180319-4581036,2018-07-07 07:29:37+00:00,Closed,B000I68EM2,Birkenstock Arizona Women's Dark Brown Birko-Flor Sandal 37/Women's US Size 6-6.5,1,99.9,99.9,False,Clothing & Shoes,,2018,2018-07-01,True,Ordered wrong style/size/color,99.9,True,99.9,2018-07-11 01:23:07.789000+00:00,True,Customer return
114-2018038-9520239,2021-01-04 03:28:22+00:00,Closed,B078WKC8B4,MANNKITCHEN Professional Grade Stainless Steel Spatula Perfect for Cast Iron Skillets and Flat Top Grills,1,24.99,27.05,False,Home & Kitchen,,2021,2021-01-01,False,,,False,0.0,,False,
114-4561386-9075439,2021-01-04 03:28:22+00:00,Closed,B06WV774HB,"Nulo Grain Free Canned Wet Cat Food (Turkey & Chicken, 12.5 oz, Case of 12)",1,38.28,22.8,False,Pet Supplies,,2021,2021-01-01,False,,,False,0.0,,False,
114-9708482-0342613,2019-05-17 02:34:37+00:00,Closed,B001UHN0I6,BaBylissPRO Porcelain Ceramic 2800 Dryer,1,79.99,86.59,False,Health & Beauty,,2019,2019-05-01,False,,,False,0.0,,False,
112-1290669-7707412,2021-06-16 17:08:09+00:00,Closed,B07SJPMXXG,"Nulo Adult & Kitten Grain Free Canned Wet Cat Food 3 Flavors (Turkey, Duck, & Salmon) - 12.5 oz, Case of 12",1,38.49,41.67,False,Pet Supplies,,2021,2021-06-01,False,,,False,0.0,,False,
111-8405018-6913848,2026-03-18 17:34:40+00:00,Closed,B0D8N79SCZ,"Cole Haan Women's Lana Lux Penny Loafers Remastered, Black Leather, 7-C US",1,112.0,121.24,False,Clothing & Shoes,,2026,2026-03-01,True,Too large,121.24,True,121.24,2026-04-01 01:51:11.567000+00:00,True,Customer return
112-9210272-1587404,2018-06-29 16:31:11+00:00,Closed,B01N5TYU7T,"HUGGIES LITTLE MOVERS Diapers, Size 6 (35+ lb.), 42 Ct. (Packaging May Vary), Baby Diapers for Active Babies",1,18.89,20.45,False,Baby & Kids,,2018,2018-06-01,False,,,False,0.0,,False,
112-4193094-2784212,2022-12-29 03:48:26+00:00,Closed,B08QMM8G8F,3-12mm Black Acrylic Faux Pearl Half Round Cabochons Flat Bottomed Eye Diameter 3mm 4mm 5mm 6mm 8mm 10mm 12mm for Nail Craft DIY Decoration (500Pcs),1,6.99,7.57,False,Crafts & Hobby,,2022,2022-12-01,False,,,False,0.0,,False,
112-4193094-2784212,2022-12-29 03:48:26+00:00,Closed,B07W8NG1P8,"260pcs Plastic Safety Eyes and Noses with Washers, Craft Doll Eyes, Black Safety Eyes for Amigurumi, Puppet, Plush Animal and Teddy Bear",1,6.99,7.57,False,Crafts & Hobby,,2022,2022-12-01,False,,,False,0.0,,False,
113-8623424-0232211,2024-08-02 16:54:39+00:00,Closed,B0B3ZL2RG7,"Spindrift Sparkling Water & Real Squeezed Fruit | 6 Flavors - 12 Pack | Lemon Lemonade, Grapefruit, Lime, Lemon, Strawberry Lemonade, and Pink Lemonade | Included one Niro beverage sleeve | Niro Assortment",1,26.99,29.22,False,Food & Snacks,,2024,2024-08-01,False,,,False,0.0,,False,
113-8623424-0232211,2024-08-02 16:54:39+00:00,Closed,B08Q3VZX9X,"LEVOIT Core 300 Air Purifier Replacement Filter, 3-In-1 Filter, Efficiency Activated Carbon, Core300-RF, 2 Pack, White",1,55.44,60.01,False,Home & Kitchen,,2024,2024-08-01,False,,,False,0.0,,False,
113-8623424-0232211,2024-08-02 16:54:39+00:00,Closed,B09DSY4Z2T,"Filter Replacement for Tineco A10 A11 Hero A10/A11 Master PURE ONE S11 Series, S12, X Cordless Vacuum Cleaner (3 PACK) ...",1,12.99,14.06,False,Home & Kitchen,,2024,2024-08-01,False,,,False,0.0,,False,
109-9209072-1936209,2015-12-20 22:16:50+00:00,Closed,B00HFKITJC,Dead of Winter Crossroads Game,1,43.43,43.43,False,Toys & Games,,2015,2015-12-01,False,,,True,43.43,2015-12-28 03:03:30+00:00,False,Account adjustment
112-7707901-1615422,2019-10-29 00:26:20+00:00,Closed,B06W57N49Y,"Sodium Hydroxide - Pure - Food Grade (Caustic Soda, Lye) (4 Ounce)",1,5.99,5.99,False,Home & Kitchen,,2019,2019-10-01,False,,,False,0.0,,False,
114-4176340-1946628,2019-01-25 04:14:45+00:00,Closed,B07B8TRXDB,"Jessica Simpson Women's Rolled Crop Skinny Jean, Curzon, 6/28",1,21.99,21.99,False,Clothing & Shoes,,2019,2019-01-01,True,Style not as expected,21.99,True,21.99,2019-02-02 00:26:49.584000+00:00,True,Customer return
112-7322360-6546615,2019-10-29 00:26:20+00:00,Closed,B000PS1HS6,"Mercer Culinary M23210 Millennia Wide Wavy Edge Bread Knife, 10-Inch, Black",1,18.03,19.52,False,Home & Kitchen,,2019,2019-10-01,False,,,False,0.0,,False,
112-7322360-6546615,2019-10-29 00:26:20+00:00,Closed,B01CNV40D6,"Forsun 1pcs 8.5"" Round Banneton Brotform Bread Dough Proofing Rising Rattan Basket & Liner,Banneton Proofing Basket Set - for Home Bakers (Sourdough Recipe) & Bread Making",1,9.59,10.38,False,Home & Kitchen,,2019,2019-10-01,False,,,False,0.0,,False,
114-5618994-9992201,2019-07-27 18:06:28+00:00,Closed,B01LVWQY6K,"Mama Koala One Size Baby Washable Reusable Pocket Cloth Diapers, 6 Pack with 6 One Size Microfiber Inserts (Jagger)",1,39.99,44.03,False,Baby & Kids,,2019,2019-07-01,False,,,False,0.0,,False,
114-5618994-9992201,2019-07-27 18:06:28+00:00,Closed,B06XVGLT8S,Baby bibs 8 Pack Soft and Absorbent for Boys & Girls - Baby Bandana Drool Bibs,1,14.99,16.5,False,Clothing & Shoes,,2019,2019-07-01,False,,,False,0.0,,False,
111-2023601-4687414,2025-06-27 18:06:02+00:00,Closed,B009HBKQ16,"Tramontina Professional 10-Inch Non Stick Frying Pan, Heavy-Gauge Aluminum Skillet with Reinforced Nonstick Coating, Red Handle, Dishwasher and Oven Safe",1,34.95,37.83,False,Home & Kitchen,,2025,2025-06-01,False,,,False,0.0,,False,
105-4247911-2333038,2015-12-29 17:58:14+00:00,Closed,B00HFKITJC,Dead of Winter Crossroads Game,1,42.99,35.71,False,Toys & Games,,2015,2015-12-01,False,,,False,0.0,,False,
112-0127297-2813031,2021-04-21 22:00:24+00:00,Closed,B01ENWXQM4,The Hat Depot Cotton Pigment Dyed Low Profile Six Panel Cap (Khaki Navy),1,10.99,11.9,False,Clothing & Shoes,,2021,2021-04-01,True,Too large,11.9,True,11.9,2021-04-27 22:12:11.896000+00:00,True,Item not satisfactory
112-0127297-2813031,2021-04-21 22:00:24+00:00,Closed,B077T5K9TN,"The Hat Depot Kids Washed Low Profile Cotton and Denim Plain Baseball Cap Hat (6-9yrs, Olive)",1,10.99,11.9,False,Clothing & Shoes,,2021,2021-04-01,True,Too large,11.9,True,11.9,2021-04-27 22:12:11.896000+00:00,True,Item not satisfactory
112-5827236-7069046,2021-04-12 11:31:13+00:00,Closed,B07SJPMXXG,"Nulo Adult & Kitten Grain Free Canned Wet Cat Food 3 Flavors (Turkey, Duck, & Salmon) - 12.5 oz, Case of 12",1,38.49,41.67,False,Pet Supplies,,2021,2021-04-01,False,,,False,0.0,,False,
113-5680977-0820233,2021-06-09 20:06:49+00:00,Closed,B07YFY14VL,Night Cat Backpacking Tent for 2 Persons Lightweight Waterproof Camping Tent for Hiking Mountaineering for Adults Kids Scouts Easy Setup Double Layers 2.2x1.3m,1,79.99,86.59,False,Outdoors & Sporting,,2021,2021-06-01,False,,,False,0.0,,False,
112-8667357-7261003,2022-12-31 13:59:49+00:00,Closed,B07Q8DST7D,CLAPE Short Brim Baseball Cap Quick Drying 5 Panel Sun Hat Cap,1,16.99,18.39,False,Clothing & Shoes,,2022,2022-12-01,True,No longer needed/wanted; Too large,1076.88,True,89.74000000000001,2023-01-09 10:12:45.014000+00:00,True,Customer return
114-5884678-7792220,2019-06-19 03:33:12+00:00,Closed,B071FVB7LQ,"Reebok Women's Club C 85 NBK Sneaker, Opal/White, 7 M US",1,44.99,48.7,False,Clothing & Shoes,,2019,2019-06-01,True,Style not as expected,48.7,True,48.7,2019-06-28 23:49:04.055000+00:00,True,Customer return
114-0669308-8230635,2018-11-18 22:05:51+00:00,Closed,B0789T8P88,Spigen Liquid Air Armor Galaxy S9 Case with Light but Durable Flexible Protection with Geometric Pattern for Samsung Galaxy S9 (2018) - Matte Black,1,11.99,12.98,False,Electronics & Accessories,,2018,2018-11-01,True,No longer needed/wanted,12.98,True,12.98,2018-12-06 22:22:43.852000+00:00,True,Customer return
105-9754149-6745802,2015-06-05 05:41:08+00:00,Closed,B00FV35DNK,Mustache Mule Mug for Moscow Mules - 100% pure copper,1,18.95,18.95,False,Home & Kitchen,,2015,2015-06-01,False,,,False,0.0,,False,
114-1832941-6727404,2018-01-02 04:11:02+00:00,Closed,B000JPSI8C,OXO Good Grips Silicone Basting & Pastry Brush - Small,1,7.99,8.65,False,Home & Kitchen,,2018,2018-01-01,False,,,False,0.0,,False,
111-9577795-8692264,2018-01-01 20:34:55+00:00,Closed,B01LTHP2ZK,Nintendo Switch - Gray Joy-Con,1,299.99,324.74,False,Toys & Games,,2018,2018-01-01,False,,,False,0.0,,False,
112-9259464-2624219,2023-02-19 18:43:51+00:00,Closed,B09C5PWJXL,Normcore V4 Coffee Tamper 53.3mm - Spring-loaded Tamper - Barista Espresso Tamper with 15lb / 25lb / 30lbs Replacement Springs - Anodized Aluminum Handle and Stand - Flat Base,1,43.99,47.62,False,Home & Kitchen,,2023,2023-02-01,False,,,False,0.0,,False,
112-3957017-5760249,2023-11-14 19:16:31+00:00,Closed,B07LFP8G31,"Magnetic Poster Hanger Frame, 33x24 33x23 33x47 Light Wood Wooden Magnet Canvas Artwork Print Dowel Poster Hangers Frames Hanging Kit (Walnut, 33"")",1,28.49,30.84,False,Home & Kitchen,,2023,2023-11-01,False,,,False,0.0,,False,
113-7959234-4851449,2020-07-09 07:47:32+00:00,Closed,B078NJ9MTD,adidas SUCIU ADV Black Size 6,1,80.0,123.36,False,Clothing & Shoes,,2020,2020-07-01,False,,,False,0.0,,False,
113-2742768-0118602,2015-01-07 07:24:22+00:00,Closed,B001731R6A,Kala MK-T Makala Tenor Ukulele,1,72.99,72.99,False,Other,,2015,2015-01-01,False,,,False,0.0,,False,
110-4091443-9758656,2013-02-05 03:42:16+00:00,Closed,1451626657,Catch-22: 50th Anniversary Edition,1,10.88,16.1,False,Books & Media,,2013,2013-02-01,False,,,False,0.0,,False,
111-0721262-7563462,2022-07-13 22:59:04+00:00,Closed,B071K1DMPX,"Takeya Actives Insulated Stainless Water Bottle with Insulated Spout Lid, 24oz, Midnight",1,22.99,18.27,False,Home & Kitchen,,2022,2022-07-01,False,,,False,0.0,,False,
106-3776494-5251439,2013-08-26 20:53:53+00:00,Closed,0521717736,Ethics and Animals: An Introduction (Cambridge Applied Ethics),1,19.28,20.87,False,Books & Media,,2013,2013-08-01,False,,,False,0.0,,False,
111-5433513-5737842,2019-10-03 06:38:42+00:00,Closed,B00N0XP2ES,"NewFantasia Replacement Upgrade Cable for Audio Technica ATH-M50x, ATH-M40x, ATH-M70x Headphones 1.2meters/4feet",1,12.0,11.82,False,Electronics & Accessories,,2019,2019-10-01,False,,,False,0.0,,False,
112-3172259-9182600,2023-04-06 03:39:16+00:00,Closed,B0863TXGM3,"Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black",1,313.0,338.82,False,Electronics & Accessories,,2023,2023-04-01,False,,,False,0.0,,False,
112-8746856-7858601,2025-01-28 22:50:23+00:00,Closed,B09LCJPZ1P,"Anker USB C to USB C Cable (6FT, 2Pack), Type C 100W Charger Cord Fast Charging for iPhone 16 Series,MacBook Pro 2020,Pixel And More(USB 2.0,Black)",1,12.99,14.06,False,Electronics & Accessories,,2025,2025-01-01,False,,,False,0.0,,False,
111-3585248-1269805,2018-04-25 04:03:14+00:00,Closed,B01NBU013E,THE HAT DEPOT 300N Washed Low Profile Cotton and Denim Baseball Cap (Charcoal),1,8.99,8.99,False,Clothing & Shoes,,2018,2018-04-01,True,Different from website description; Too large,399.71999999999997,True,33.31,2018-05-01 01:35:32+00:00,True,Customer return
111-3585248-1269805,2018-04-25 04:03:14+00:00,Closed,B01M3X93IC,"Adams 6-Panel Low-Profile Washed Pigment-Dyed Cap, Black, OS",1,15.95,15.95,False,Clothing & Shoes,,2018,2018-04-01,True,Different from website description; Too large,399.71999999999997,True,33.31,2018-05-01 01:35:32+00:00,True,Customer return
113-5115335-7419469,2024-07-26 18:23:18+00:00,Closed,B09T39762M,"WOPET 6L Automatic Cat Food Dispenser,WiFi Automatic Cat Feeder with APP Control for Remote Feeding,Automatic Dog Feeder with Low Food Sensor and Voice Recorder,Up to 15 Meals per Day",1,74.99,81.18,False,Electronics & Accessories,,2024,2024-07-01,False,,,False,0.0,,False,
112-0858120-0467446,2024-11-30 00:38:42+00:00,Closed,B0D9VMMHY1,"Sandpoy Enclosed Stainless Steel Litter Box with Lid, Cat Litter Box for Big Cats with High Sided, XL Metal Litter Box with Scoop, Litter Mat & Fish Toys, Easy Clean, Anti-Leakage, Non-Sticky",1,79.99,54.11,False,Pet Supplies,,2024,2024-11-01,True,Accidental order,54.11,True,54.11,2024-12-18 01:56:15.151000+00:00,True,Customer return
112-9934033-8571465,2017-11-26 07:37:38+00:00,Closed,B015P6ZP4E,"Clarks Women's Acre Bridge Ankle Bootie, Tan Leather, 7 M US",1,69.99,75.76,False,Clothing & Shoes,,2017,2017-11-01,True,Too small,75.76,True,75.76,2017-12-29 02:52:38+00:00,True,Customer return
112-3031649-0445042,2018-06-29 16:31:11+00:00,Closed,B079JPBFDB,"Cuties Complete Care Baby Diapers, Size 7, 20 Count",1,15.99,15.99,False,Baby & Kids,,2018,2018-06-01,False,,,False,0.0,,False,
114-5302464-3848227,2018-11-03 22:37:52+00:00,Closed,B0016H3968,"Kim Crawford Sauvignon Blanc, 750 ml",1,15.99,17.31,False,Other,,2018,2018-11-01,False,,,True,38.15,2018-11-07 02:58:09.658000+00:00,False,Item not received
114-5302464-3848227,2018-11-03 22:37:52+00:00,Closed,B00004SPEU,"KRUPS F203 Electric Spice and Coffee Grinder with Stainless Steel Blades, 3-Ounce, Black",1,15.96,17.28,False,Home & Kitchen,,2018,2018-11-01,False,,,True,38.15,2018-11-07 02:58:09.658000+00:00,False,Item not received
114-5302464-3848227,2018-11-03 22:37:52+00:00,Closed,B000S5S1DK,"Mrs. Meyer´s Clean Day Hand Soap, Lemon Verbena, 12.5 fl oz",1,3.29,3.56,False,Health & Beauty,,2018,2018-11-01,False,,,True,38.15,2018-11-07 02:58:09.658000+00:00,False,Item not received
114-2692668-3833055,2013-11-04 09:27:43+00:00,Closed,B005YPKLLE,Kryptonite Transit Transit FlexFrame Bracket for Bicycle U-Lock,1,14.8,16.02,False,Outdoors & Sporting,,2013,2013-11-01,False,,,False,0.0,,False,
